"","data","model","seed","epochs","trials","accuracy","precision","recall","f1","auc","prc","LR00","LR01","LR10","LR11","time","batch_size","alpha","gamma","batch_size.1","alpha.1","gamma.1","nf","fc_dropout","conv_dropout","ks","filename","kss","conv_layers","hidden_size","rnn_layers","cell_dropout","rnn_dropout","n_heads","d_ff","encoder_layers","encoder_dropout","sig_name","brier","K","int_factor","train_time","hype_time","inf_time","lr_max","ESPatience","dilation","stoc","X0","prop"
"1","data_2real1bigdet","InceptionTime",0,10,100,1,1,1,1,1,1,18795,0,0,1205,873.007635504007,64,0.255413802598832,4.57285834784714,64,0.255413802598832,4.57285834784714,32,0.276323937460255,0.111950484351427,"40","data_2real1bigdet_InceptionTime_rand3_epochs10_trials100_hypeTruerandsamp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.06025
"886","data_2real1bigdet","LR",0,10,100,0.9398,0.503030303030303,0.0688796680497925,0.121167883211679,0.532258402793186,0.0907485602917138,18713,82,1122,83,4.33360730786808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"real1bigdet_LR_rand3_epochs10_trials100_hypeTrue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.06025
"115","data_2real1bigdet","LSTMAttention",0,10,100,0.99985,0.997516556291391,1,0.998756734355574,0.999920191540303,0.997516556291391,18792,3,0,1205,361.295557772741,64,0.255413802598832,4.57285834784714,64,0.255413802598832,4.57285834784714,NA,0.213410032708528,NA,NA,"drop_data_2real1bigdet_LSTMAttention_rand3_epochs10_trials100_hypeTruerandsamp",NA,NA,32,1,NA,0.276181487068296,8,128,3,0.377255167325199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.06025
"2","data_2real1bigdet","MLSTMFCN",0,10,100,1,1,1,1,1,1,18795,0,0,1205,284.294099060819,64,0.255413802598832,4.57285834784714,64,0.255413802598832,4.57285834784714,NA,0.479654412792728,NA,NA,"data_2real1bigdet_MLSTMFCN_rand3_epochs10_trials100_hypeTruerandsamp","[3, 5, 9]","[32, 128, 256]",100,2,0.266006609449298,0.430979654584938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.06025
"5","data_2real1bigdet","ResNet",0,10,100,1,1,1,1,1,1,18795,0,0,1205,332.576215971261,64,0.255413802598832,4.57285834784714,64,0.255413802598832,4.57285834784714,32,0.276323937460255,NA,"[3, 5, 9]","data_2real1bigdet_ResNet_rand3_epochs10_trials100_hypeTruerandsamp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.06025
"1087","data_2real1bigdet","LR",0,10,50,0.9397,0.49438202247191,0.0365145228215768,0.0680061823802164,0.517060134515337,0.0761021236421278,18750,45,1161,44,6.82193270884454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"data_2real1bigdet_stoc10_LR_rand3_epochs10_trials50_hypeTrue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0.06025
"1085","data_2real1bigdet","InceptionTime",0,10,100,0.99985,1,0.997510373443983,0.998753635230577,0.998755186721992,0.997660373443983,18795,0,3,1202,1114.87800227106,32,0.497033615845005,4.69998545031248,32,0.497033615845005,4.69998545031248,128,0.310784901966518,0.236590652329338,"20","data_2real1bigdet_stoc10_InceptionTime_rand3_epochs10_trials100_hypeTruerandsamp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0.06025
"1208","data_2real1bigdet","LSTMAttention",0,10,100,1,1,1,1,1,1,18795,0,0,1205,909.769666519016,32,0.478080055067491,3.08729925488785,32,0.478080055067491,3.08729925488785,NA,0.18836615084856,NA,NA,"drop_data_2real1bigdet_stoc10_LSTMAttention_rand3_epochs10_trials100_hypeTruerandsamp",NA,NA,64,2,NA,0.135692689705807,32,64,4,0.244316986817386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0.06025
"1088","data_2real1bigdet","MLSTMFCN",0,10,100,0.99995,0.999170812603648,1,0.999585234342596,0.999973397180101,0.999170812603648,18794,1,0,1205,476.861778555438,32,0.401814271557677,1.15643706432377,32,0.401814271557677,1.15643706432377,NA,0.213781997572556,NA,NA,"data_2real1bigdet_stoc10_MLSTMFCN_rand3_epochs10_trials100_hypeTruerandsamp","[3, 5, 9]","[96, 128, 64]",120,3,0.393757653050691,0.419622984969367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0.06025
"1092","data_2real1bigdet","ResNet",0,10,100,0.12335,0.0643078236738179,1,0.120844406558692,0.533572758712423,0.0643078236738179,1262,17533,0,1205,286.743884624913,96,0.173584410180314,4.9465719218252,96,0.173584410180314,4.9465719218252,64,0.21082885151585,NA,"[1, 7, 9]","data_2real1bigdet_stoc10_ResNet_rand3_epochs10_trials100_hypeTruerandsamp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0.06025
"8","data_2real1newerbigdet","InceptionTime",0,10,100,1,1,1,1,1,1,19853,0,0,147,1088.25454678573,64,0.255413802598832,4.57285834784714,64,0.255413802598832,4.57285834784714,32,0.276323937460255,0.111950484351427,"40","data_2real1newerbigdet_InceptionTime_rand3_epochs10_trials100_hypeTruerandsamp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.00735
"907","data_2real1newerbigdet","LR",0,10,100,0.99265,0.5,0.00680272108843537,0.0134228187919463,0.503376175433655,0.0107013605442177,19852,1,146,1,7.19304921687581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"real1newerbigdet_LR_rand3_epochs10_trials100_hypeTrue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.00735
"213","data_2real1newerbigdet","LSTMAttention",0,10,100,1,1,1,1,1,1,19853,0,0,147,605.525561477989,32,0.227713285669697,1.33634506463057,32,0.227713285669697,1.33634506463057,NA,0.243846039642096,NA,NA,"drop_data_2real1newerbigdet_LSTMAttention_rand3_epochs10_trials100_hypeTruerandsamp",NA,NA,128,3,NA,0.279070964885303,32,64,2,0.348099402664332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.00735
"214","data_2real1newerbigdet","MLSTMFCN",0,10,100,1,1,1,1,1,1,19853,0,0,147,442.081311928108,32,0.411957631337684,3.73324872668538,32,0.411957631337684,3.73324872668538,NA,NA,NA,NA,"drop_data_2real1newerbigdet_MLSTMFCN_rand3_epochs10_trials100_hypeTruerandsamp","[3, 3, 5]","[32, 32, 256]",60,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.00735
"12","data_2real1newerbigdet","ResNet",0,10,100,1,1,1,1,1,1,19853,0,0,147,318.993461867794,64,0.255413802598832,4.57285834784714,64,0.255413802598832,4.57285834784714,32,0.276323937460255,NA,"[3, 5, 9]","data_2real1newerbigdet_ResNet_rand3_epochs10_trials100_hypeTruerandsamp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.00735
"1439","data_2real1newerbigdet","LR",0,10,30,0.99265,0.5,0.00680272108843537,0.0134228187919463,0.503376175433655,0.0107013605442177,19852,1,146,1,9.81422564899549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"real1newerbigdet_stoc10_LR_rand3_epochs10_trials30_hypeTrue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0.00735
"1095","data_2real1newerbigdet","InceptionTime",0,10,100,0.9989,1,0.850340136054422,0.919117647058824,0.925170068027211,0.851440136054422,19853,0,22,125,1204.7442429401,96,0.308117683005929,1.23298570947341,96,0.308117683005929,1.23298570947341,128,0.162978225532669,0.311266051920028,"20","data_2real1newerbigdet_stoc10_InceptionTime_rand3_epochs10_trials100_hypeTruerandsamp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0.00735
"1210","data_2real1newerbigdet","LSTMAttention",0,10,100,0.99655,0.680555555555556,1,0.809917355371901,0.998262227371178,0.680555555555556,19784,69,0,147,780.057049656287,32,0.14480232982747,1.98997375690149,32,0.14480232982747,1.98997375690149,NA,0.306961447703765,NA,NA,"drop_data_2real1newerbigdet_stoc10_LSTMAttention_rand3_epochs10_trials100_hypeTruerandsamp",NA,NA,64,3,NA,0.261947169428887,32,256,3,0.213827442589356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0.00735
"1097","data_2real1newerbigdet","MLSTMFCN",0,10,100,1,1,1,1,1,1,19853,0,0,147,391.460889788345,32,0.401814271557677,1.15643706432377,32,0.401814271557677,1.15643706432377,NA,0.213781997572556,NA,NA,"data_2real1newerbigdet_stoc10_MLSTMFCN_rand3_epochs10_trials100_hypeTruerandsamp","[3, 5, 9]","[96, 128, 64]",120,3,0.393757653050691,0.419622984969367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0.00735
"1100","data_2real1newerbigdet","ResNet",0,10,100,1,1,1,1,1,1,19853,0,0,147,663.180157642812,32,0.437407365956055,1.18104460465841,32,0.437407365956055,1.18104460465841,64,0.207265280947184,NA,"[9, 9, 9]","data_2real1newerbigdet_stoc10_ResNet_rand3_epochs10_trials100_hypeTruerandsamp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0.00735
"15","data_2real2bigdet","InceptionTime",0,10,100,0.9996,0.944444444444444,0.991666666666667,0.967479674796748,0.995657276995305,0.936624074074074,19873,7,1,119,392.534831026569,96,0.331471725020774,1.27294250487676,96,0.331471725020774,1.27294250487676,32,0.130103602065298,0.228415167874904,"20","data_2real2bigdet_InceptionTime_rand3_epochs10_trials100_hypeTruerandsamp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.006
"922","data_2real2bigdet","LR",0,10,100,0.994,0,0,0,0.5,0.006,19880,0,120,0,8.90693082194775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"real2bigdet_LR_rand3_epochs10_trials100_hypeTrue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.006
"264","data_2real2bigdet","LSTMAttention",0,10,100,0.99815,0.767741935483871,0.991666666666667,0.865454545454545,0.99492790073776,0.761394086021505,19844,36,1,119,197.355345577002,96,0.472803659418522,1.56173486528382,96,0.472803659418522,1.56173486528382,NA,0.347730909231793,NA,NA,"drop_data_2real2bigdet_LSTMAttention_rand3_epochs10_trials100_hypeTruerandsamp",NA,NA,32,2,NA,0.231226297520845,32,64,2,0.18124306269647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.006
"17","data_2real2bigdet","MLSTMFCN",0,10,100,0.99925,0.948717948717949,0.925,0.936708860759494,0.962349094567404,0.878014102564103,19874,6,9,111,454.756488457322,32,0.401814271557677,1.15643706432377,32,0.401814271557677,1.15643706432377,NA,0.213781997572556,NA,NA,"data_2real2bigdet_MLSTMFCN_rand3_epochs10_trials100_hypeTruerandsamp","[3, 5, 9]","[96, 128, 64]",120,3,0.393757653050691,0.419622984969367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.006
"20","data_2real2bigdet","ResNet",0,10,100,0.99985,0.983471074380165,0.991666666666667,0.987551867219917,0.995783031522468,0.975325482093664,19878,2,1,119,684.89574116841,32,0.446429261263572,2.5136762889945,32,0.446429261263572,2.5136762889945,32,0.160611479846236,NA,"[3, 7, 9]","data_2real2bigdet_ResNet_rand3_epochs10_trials100_hypeTruerandsamp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.006
"1448","data_2real2bigdet","LR",0,10,30,0.994,0,0,0,0.5,0.006,19880,0,120,0,10.1111031556502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"real2bigdet_stoc10_LR_rand3_epochs10_trials30_hypeTrue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0.006
"1103","data_2real2bigdet","InceptionTime",0,10,100,0.9978,0.822033898305085,0.808333333333333,0.815126050420168,0.903638497652582,0.665627401129944,19859,21,23,97,1318.91553109884,32,0.36283481196641,4.14189744669021,32,0.36283481196641,4.14189744669021,32,0.295549297846445,0.47117453902485,"20","data_2real2bigdet_stoc10_InceptionTime_rand3_epochs10_trials100_hypeTruerandsamp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0.006
"1212","data_2real2bigdet","LSTMAttention",0,10,100,0.9976,0.714285714285714,1,0.833333333333333,0.998792756539235,0.714285714285714,19832,48,0,120,302.205513041466,96,0.122358444279525,1.20301164265681,96,0.122358444279525,1.20301164265681,NA,0.143909933093859,NA,NA,"drop_data_2real2bigdet_stoc10_LSTMAttention_rand3_epochs10_trials100_hypeTruerandsamp",NA,NA,32,1,NA,0.428713356238031,8,64,4,0.389495333957283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0.006
"1105","data_2real2bigdet","MLSTMFCN",0,10,100,0.9984,0.823529411764706,0.933333333333333,0.875,0.966063044936284,0.769027450980392,19856,24,8,112,225.811617257074,64,0.442590070839046,3.56015224009048,64,0.442590070839046,3.56015224009048,NA,0.291151196653368,NA,NA,"data_2real2bigdet_stoc10_MLSTMFCN_rand3_epochs10_trials100_hypeTruerandsamp","[1, 7, 9]","[32, 32, 96]",80,3,0.471923952991218,0.448543890622347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0.006
"1108","data_2real2bigdet","ResNet",0,10,100,0.9975,0.705882352941177,1,0.827586206896552,0.99874245472837,0.705882352941177,19830,50,0,120,447.93667990528,32,0.299024401565586,4.59445824645098,32,0.299024401565586,4.59445824645098,32,0.3781426074806,NA,"[3, 7, 7]","data_2real2bigdet_stoc10_ResNet_rand3_epochs10_trials100_hypeTruerandsamp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0.006
"34","data_2real3newerbigdet","InceptionTime",0,10,100,1,1,1,1,1,1,19013,0,0,987,1042.70691619813,96,0.292825481143001,1.56919412987426,96,0.292825481143001,1.56919412987426,32,0.443557214931634,0.143319513665414,"60","data_2real3newerbigdet_InceptionTime_rand3_epochs10_trials100_hypeTruerandsamp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.04935
"954","data_2real3newerbigdet","LR",0,10,100,0.9746,0.824086603518268,0.617021276595745,0.705677867902665,0.805091924786065,0.527378968128293,18883,130,378,609,11.8414176958613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"real3newerbigdet_LR_rand3_epochs10_trials100_hypeTrue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.04935
"268","data_2real3newerbigdet","LSTMAttention",0,10,100,1,1,1,1,1,1,19013,0,0,987,604.651298994198,32,0.227311037760973,1.8295872749739,32,0.227311037760973,1.8295872749739,NA,0.124611572331976,NA,NA,"drop_data_2real3newerbigdet_LSTMAttention_rand3_epochs10_trials100_hypeTruerandsamp_drop2",NA,NA,64,1,NA,0.488641042469427,16,256,2,0.197070168873735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.04935
"36","data_2real3newerbigdet","MLSTMFCN",0,10,100,0.9995,0.989969909729188,1,0.994959677419355,0.999737022037553,0.989969909729188,19003,10,0,987,469.07220078446,32,0.259985143301032,2.39754935482948,32,0.259985143301032,2.39754935482948,NA,0.120598847499302,NA,NA,"data_2real3newerbigdet_MLSTMFCN_rand3_epochs10_trials100_hypeTruerandsamp","[7, 7, 9]","[96, 128, 256]",120,2,0.353809945192665,0.230328326118017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.04935
"39","data_2real3newerbigdet","ResNet",0,10,100,0.9998,1,0.995947315096251,0.997969543147208,0.997973657548126,0.996147315096251,19013,0,4,983,721.456870248541,32,0.446429261263572,2.5136762889945,32,0.446429261263572,2.5136762889945,32,0.160611479846236,NA,"[3, 7, 9]","data_2real3newerbigdet_ResNet_rand3_epochs10_trials100_hypeTruerandsamp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.04935
"1466","data_2real3newerbigdet","LR",0,10,30,0.9686,0.871635610766046,0.426545086119554,0.572789115646259,0.711642079692607,0.400091886659073,18951,62,566,421,5.5097633600235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"real3newerbigdet_stoc10_LR_rand3_epochs10_trials30_hypeTrue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0.04935
"1121","data_2real3newerbigdet","InceptionTime",0,10,100,0.99955,0.991951710261569,0.998986828774063,0.995456839979808,0.999283032017074,0.990996693331213,19005,8,1,986,1361.40727976523,96,0.292825481143001,1.56919412987426,96,0.292825481143001,1.56919412987426,32,0.443557214931634,0.143319513665414,"60","data_2real3newerbigdet_stoc10_InceptionTime_rand3_epochs10_trials100_hypeTruerandsamp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0.04935
"1215","data_2real3newerbigdet","LSTMAttention",0,10,100,0.9952,0.911357340720222,1,0.953623188405797,0.997475411560511,0.911357340720222,18917,96,0,987,942.201344611123,32,0.282493355983809,2.89331839439476,32,0.282493355983809,2.89331839439476,NA,0.428542462303636,NA,NA,"drop_data_2real3newerbigdet_stoc10_LSTMAttention_rand3_epochs10_trials100_hypeTruerandsamp_drop2",NA,NA,32,1,NA,0.473315273314816,32,128,4,0.191815728965256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0.04935
"1123","data_2real3newerbigdet","MLSTMFCN",0,10,100,0.98045,0.716255442670537,1,0.834672304439746,0.989717561668332,0.716255442670537,18622,391,0,987,432.190855948254,32,0.327353527611517,2.79177758879735,32,0.327353527611517,2.79177758879735,NA,0.183545515584035,NA,NA,"data_2real3newerbigdet_stoc10_MLSTMFCN_rand3_epochs10_trials100_hypeTruerandsamp","[3, 9, 9]","[32, 32, 64]",80,3,0.396943540200764,0.242060169650558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0.04935
"1126","data_2real3newerbigdet","ResNet",0,10,100,0.9243,0.394557823129252,0.998986828774063,0.565691336775674,0.959704848668839,0.394208068495889,17500,1513,1,986,350.090589743108,64,0.25696277326419,3.99911181453223,64,0.25696277326419,3.99911181453223,128,0.172403103713377,NA,"[1, 3, 7]","data_2real3newerbigdet_stoc10_ResNet_rand3_epochs10_trials100_hypeTruerandsamp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0.04935
"42","data_2real3newestbigdet","InceptionTime",0,10,100,0.9982,0.875471698113208,0.987234042553191,0.928,0.992782212270777,0.864445463669209,19732,33,3,232,1176.71435628831,32,0.399359135298155,1.6208263098988,32,0.399359135298155,1.6208263098988,96,0.112124544208987,0.284619260659122,"60","data_2real3newestbigdet_InceptionTime_rand3_epochs10_trials100_hypeTruerandsamp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.01175
"965","data_2real3newestbigdet","LR",0,10,100,0.99225,0.789855072463768,0.463829787234043,0.584450402144772,0.731181273581605,0.372658310206599,19736,29,126,109,19.6190160398837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"real3newestbigdet_LR_rand3_epochs10_trials100_hypeTrue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.01175
"270","data_2real3newestbigdet","LSTMAttention",0,10,100,0.9999,0.991561181434599,1,0.995762711864407,0.999949405514799,0.991561181434599,19763,2,0,235,584.070979872718,32,0.227311037760973,1.8295872749739,32,0.227311037760973,1.8295872749739,NA,0.124611572331976,NA,NA,"drop_data_2real3newestbigdet_LSTMAttention_rand3_epochs10_trials100_hypeTruerandsamp_drop2",NA,NA,64,1,NA,0.488641042469427,16,256,2,0.197070168873735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.01175
"44","data_2real3newestbigdet","MLSTMFCN",0,10,100,0.99645,0.771523178807947,0.991489361702128,0.867783985102421,0.993999171111626,0.765057024094688,19696,69,2,233,577.065207522362,32,0.259985143301032,2.39754935482948,32,0.259985143301032,2.39754935482948,NA,0.120598847499302,NA,NA,"data_2real3newestbigdet_MLSTMFCN_rand3_epochs10_trials100_hypeTruerandsamp","[7, 7, 9]","[96, 128, 256]",120,2,0.353809945192665,0.230328326118017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.01175
"47","data_2real3newestbigdet","ResNet",0,10,100,0.99975,0.995689655172414,0.982978723404255,0.989293361884368,0.991464064459527,0.978941746148203,19764,1,4,231,769.845733316615,32,0.437407365956055,1.18104460465841,32,0.437407365956055,1.18104460465841,64,0.207265280947184,NA,"[9, 9, 9]","data_2real3newestbigdet_ResNet_rand3_epochs10_trials100_hypeTruerandsamp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.01175
"1475","data_2real3newestbigdet","LR",0,10,30,0.9907,0.826666666666667,0.263829787234043,0.4,0.631586029463214,0.226749290780142,19752,13,173,62,16.1864244639874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"real3newestbigdet_stoc10_LR_rand3_epochs10_trials30_hypeTrue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0.01175
"1130","data_2real3newestbigdet","InceptionTime",0,10,100,0.99835,0.954954954954955,0.902127659574468,0.927789934354486,0.950810857361228,0.862641278512555,19755,10,23,212,1470.69646126404,64,0.344590206877457,2.50066449535422,64,0.344590206877457,2.50066449535422,32,0.278058019705413,0.124611572331976,"40","data_2real3newestbigdet_stoc10_InceptionTime_rand3_epochs10_trials100_hypeTruerandsamp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0.01175
