"","data","model","seed","epochs","trials","accuracy","precision","recall","f1","auc","prc","LR00","LR01","LR10","LR11","time","batch_size","alpha","gamma","batch_size.1","alpha.1","gamma.1","nf","fc_dropout","conv_dropout","ks","filename","kss","conv_layers","hidden_size","rnn_layers","cell_dropout","rnn_dropout","n_heads","d_ff","encoder_layers","encoder_dropout","sig_name","brier","K","int_factor","train_time","hype_time","inf_time","lr_max","ESPatience","dilation","stoc","X0","prop"
"275","data_2real4newestbigdet","LSTMAttention",0,10,100,0.996,0.897828863346105,1,0.946164199192463,0.997927138933513,0.897828863346105,19217,80,0,703,667.393167339265,32,0.439404299210379,1.08173003094137,32,0.439404299210379,1.08173003094137,NA,0.417693679003305,NA,NA,"drop_data_2real4newestbigdet_LSTMAttention_rand3_epochs10_trials100_hypeTruerandsamp_drop2",NA,NA,128,2,NA,0.321725437512223,16,128,2,0.159582524752038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.03515
"76","data_2real4newestbigdet","MLSTMFCN",0,10,100,0.99915,0.977715877437326,0.998577524893314,0.988036593947924,0.99887419023336,0.97637510094026,19281,16,1,702,479.715522555634,32,0.259985143301032,2.39754935482948,32,0.259985143301032,2.39754935482948,NA,0.120598847499302,NA,NA,"data_2real4newestbigdet_MLSTMFCN_rand3_epochs10_trials100_hypeTruerandsamp","[7, 7, 9]","[96, 128, 256]",120,2,0.353809945192665,0.230328326118017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.03515
"79","data_2real4newestbigdet","ResNet",0,10,100,1,1,1,1,1,1,19297,0,0,703,656.25360108912,32,0.401489758505525,1.31712749888814,32,0.401489758505525,1.31712749888814,128,0.141338461056688,NA,"[1, 3, 9]","data_2real4newestbigdet_ResNet_rand3_epochs10_trials100_hypeTruerandsamp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.03515
"1511","data_2real4newestbigdet","LR",0,10,30,0.97135,0.69578313253012,0.328591749644381,0.446376811594203,0.661678887725751,0.252228596891121,19196,101,472,231,6.90327729843557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"real4newestbigdet_stoc10_LR_rand3_epochs10_trials30_hypeTrue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0.03515
"1165","data_2real4newestbigdet","InceptionTime",0,10,100,0.97485,1,0.284495021337127,0.44296788482835,0.642247510668563,0.309645021337127,19297,0,503,200,315.626597108319,96,0.331471725020774,1.27294250487676,96,0.331471725020774,1.27294250487676,32,0.130103602065298,0.228415167874904,"20","data_2real4newestbigdet_stoc10_InceptionTime_rand3_epochs10_trials100_hypeTruerandsamp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0.03515
"1225","data_2real4newestbigdet","LSTMAttention",0,10,100,0.969,0.531558935361217,0.994310099573257,0.692765113974232,0.981194019574679,0.528734417948066,18681,616,4,699,573.177993193269,32,0.227311037760973,1.8295872749739,32,0.227311037760973,1.8295872749739,NA,0.124611572331976,NA,NA,"drop_data_2real4newestbigdet_stoc10_LSTMAttention_rand3_epochs10_trials100_hypeTruerandsamp_drop2",NA,NA,64,1,NA,0.488641042469427,16,256,2,0.197070168873735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0.03515
"1167","data_2real4newestbigdet","MLSTMFCN",0,10,100,0.97455,0.58003300330033,1,0.73420365535248,0.986811421464476,0.58003300330033,18788,509,0,703,458.589074298739,32,0.259985143301032,2.39754935482948,32,0.259985143301032,2.39754935482948,NA,0.120598847499302,NA,NA,"data_2real4newestbigdet_stoc10_MLSTMFCN_rand3_epochs10_trials100_hypeTruerandsamp","[7, 7, 9]","[96, 128, 256]",120,2,0.353809945192665,0.230328326118017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0.03515
"1170","data_2real4newestbigdet","ResNet",0,10,100,0.9908,0.988700564971751,0.746799431009957,0.850891410048622,0.873244250924992,0.747261019360127,19291,6,178,525,324.875881429762,64,0.460076050432362,2.06768935624617,64,0.460076050432362,2.06768935624617,96,0.393340495261824,NA,"[1, 1, 5]","data_2real4newestbigdet_stoc10_ResNet_rand3_epochs10_trials100_hypeTruerandsamp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0.03515
"1033","data_2real5newerbigdet","LR",0,10,30,1,1,1,1,1,1,19614,0,0,386,25.0584532311186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"real5newerbigdet_LR_rand3_epochs10_trials30_hypeTrue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.0193
"82","data_2real5newerbigdet","InceptionTime",0,10,100,0.99985,0.992287917737789,1,0.996129032258064,0.99992352401346,0.992287917737789,19611,3,0,386,1025.60314233229,32,0.279427043995441,2.04441726316079,32,0.279427043995441,2.04441726316079,96,0.162747095389985,0.317859607212738,"20","data_2real5newerbigdet_InceptionTime_rand3_epochs10_trials100_hypeTruerandsamp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.0193
"276","data_2real5newerbigdet","LSTMAttention",0,10,100,0.9999,0.994845360824742,1,0.997416020671835,0.999949016008973,0.994845360824742,19612,2,0,386,486.209036720917,64,0.255413802598832,4.57285834784714,64,0.255413802598832,4.57285834784714,NA,0.213410032708528,NA,NA,"drop_data_2real5newerbigdet_LSTMAttention_rand3_epochs10_trials100_hypeTruerandsamp_drop2",NA,NA,32,1,NA,0.276181487068296,8,128,3,0.377255167325199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.0193
"84","data_2real5newerbigdet","MLSTMFCN",0,10,100,0.97815,0.469015795868773,1,0.638544251447477,0.98885999796064,0.469015795868773,19177,437,0,386,461.009943813086,32,0.0991637802657701,3.32357798380338,32,0.0991637802657701,3.32357798380338,NA,0.174083540899009,NA,NA,"data_2real5newerbigdet_MLSTMFCN_rand3_epochs10_trials100_hypeTruerandsamp","[1, 3, 3]","[32, 32, 64]",60,1,0.184545071430689,0.375053077022731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.0193
"88","data_2real5newerbigdet","ResNet",0,10,100,0.99985,0.992287917737789,1,0.996129032258064,0.99992352401346,0.992287917737789,19611,3,0,386,227.42803357169,96,0.19505218274527,2.64128427430962,96,0.19505218274527,2.64128427430962,128,0.1392398118402,NA,"[3, 7, 9]","data_2real5newerbigdet_ResNet_rand3_epochs10_trials100_hypeTruerandsamp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.0193
"1520","data_2real5newerbigdet","LR",0,10,30,0.9996,1,0.979274611398964,0.989528795811518,0.989637305699482,0.979674611398964,19614,0,8,378,13.607592497021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"real5newerbigdet_stoc10_LR_rand3_epochs10_trials30_hypeTrue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0.0193
"1173","data_2real5newerbigdet","InceptionTime",0,10,100,0.9377,0.236519607843137,1,0.382556987115956,0.968236973590293,0.236519607843137,18368,1246,0,386,353.522505832836,96,0.110168165774156,2.01520190719293,96,0.110168165774156,2.01520190719293,32,0.265767543661343,0.394129674998058,"40","data_2real5newerbigdet_stoc10_InceptionTime_rand3_epochs10_trials100_hypeTruerandsamp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0.0193
"1227","data_2real5newerbigdet","LSTMAttention",0,10,100,0.99785,0.8997668997669,1,0.947239263803681,0.998903844192923,0.8997668997669,19571,43,0,386,573.756280010566,64,0.30936829149029,1.63740618695669,64,0.30936829149029,1.63740618695669,NA,0.118518481197179,NA,NA,"drop_data_2real5newerbigdet_stoc10_LSTMAttention_rand3_epochs10_trials100_hypeTruerandsamp_drop2",NA,NA,128,2,NA,0.248792124883776,16,256,4,0.27576861305186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0.0193
"1175","data_2real5newerbigdet","MLSTMFCN",0,10,100,0.9974,1,0.865284974093264,0.927777777777778,0.932642487046632,0.867884974093264,19614,0,52,334,255.641141090542,64,0.459857436956187,4.68146777082911,64,0.459857436956187,4.68146777082911,NA,0.284158541505724,NA,NA,"data_2real5newerbigdet_stoc10_MLSTMFCN_rand3_epochs10_trials100_hypeTruerandsamp","[3, 9, 9]","[96, 64, 128]",80,3,0.209914755955618,0.170924261812011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0.0193
"1181","data_2real5newerbigdet","ResNet",0,10,100,0.99965,0.994778067885117,0.987046632124352,0.990897269180754,0.993472332071149,0.982142341617176,19612,2,5,381,658.324772119522,32,0.446429261263572,2.5136762889945,32,0.446429261263572,2.5136762889945,32,0.160611479846236,NA,"[3, 7, 9]","data_2real5newerbigdet_stoc10_ResNet_rand3_epochs10_trials100_hypeTruerandsamp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0.0193
"91","data_2real6bigdet","InceptionTime",0,10,100,1,1,1,1,1,1,19379,0,0,621,625.826148563996,64,0.255413802598832,4.57285834784714,64,0.255413802598832,4.57285834784714,32,0.276323937460255,0.111950484351427,"40","data_2real6bigdet_InceptionTime_rand3_epochs10_trials100_hypeTruerandsamp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.03105
"1041","data_2real6bigdet","LR",0,10,100,1,1,1,1,1,1,19379,0,0,621,17.2751515239943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"real6bigdet_LR_rand3_epochs10_trials100_hypeTrue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.03105
"277","data_2real6bigdet","LSTMAttention",0,10,100,0.99985,0.995192307692308,1,0.997590361445783,0.999922596625213,0.995192307692308,19376,3,0,621,374.115732226521,96,0.15318176618809,1.8956119568894,96,0.15318176618809,1.8956119568894,NA,0.216717109690173,NA,NA,"drop_data_2real6bigdet_LSTMAttention_rand3_epochs10_trials100_hypeTruerandsamp_drop2",NA,NA,32,2,NA,0.444213565178771,32,128,4,0.283074559729191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.03105
"93","data_2real6bigdet","MLSTMFCN",0,10,100,0.99945,0.982594936708861,1,0.99122106943336,0.99971618762578,0.982594936708861,19368,11,0,621,233.80295104906,64,0.255413802598832,4.57285834784714,64,0.255413802598832,4.57285834784714,NA,0.479654412792728,NA,NA,"data_2real6bigdet_MLSTMFCN_rand3_epochs10_trials100_hypeTruerandsamp","[3, 5, 9]","[32, 128, 256]",100,2,0.266006609449298,0.430979654584938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.03105
"96","data_2real6bigdet","ResNet",0,10,100,1,1,1,1,1,1,19379,0,0,621,240.486259980127,96,0.19505218274527,2.64128427430962,96,0.19505218274527,2.64128427430962,128,0.1392398118402,NA,"[3, 7, 9]","data_2real6bigdet_ResNet_rand3_epochs10_trials100_hypeTruerandsamp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.03105
"1529","data_2real6bigdet","LR",0,10,30,0.9995,1,0.98389694041868,0.991883116883117,0.99194847020934,0.98439694041868,19379,0,10,611,8.25764868827537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"real6bigdet_stoc10_LR_rand3_epochs10_trials30_hypeTrue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0.03105
"1184","data_2real6bigdet","InceptionTime",0,10,100,0.9997,1,0.990338164251208,0.995145631067961,0.995169082125604,0.990638164251208,19379,0,6,615,849.896259918809,64,0.420280542743118,1.19153425036492,64,0.420280542743118,1.19153425036492,64,0.162504969468509,0.491180963862794,"40","data_2real6bigdet_stoc10_InceptionTime_rand3_epochs10_trials100_hypeTruerandsamp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0.03105
"1229","data_2real6bigdet","LSTMAttention",0,10,100,0.9995,1,0.98389694041868,0.991883116883117,0.99194847020934,0.98439694041868,19379,0,10,611,419.075735198334,96,0.446659925254541,1.52702548176391,96,0.446659925254541,1.52702548176391,NA,0.27092573530837,NA,NA,"drop_data_2real6bigdet_stoc10_LSTMAttention_rand3_epochs10_trials100_hypeTruerandsamp_drop2",NA,NA,64,1,NA,0.47332126502855,32,128,4,0.419891711653404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0.03105
"1186","data_2real6bigdet","MLSTMFCN",0,10,100,1,1,1,1,1,1,19379,0,0,621,203.648278780282,64,0.314249022929595,1.80421411802853,64,0.314249022929595,1.80421411802853,NA,0.190674130697028,NA,NA,"data_2real6bigdet_stoc10_MLSTMFCN_rand3_epochs10_trials100_hypeTruerandsamp","[1, 7, 9]","[32, 256, 32]",100,3,0.173638739201464,0.196281051883248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0.03105
"1189","data_2real6bigdet","ResNet",0,10,100,1,1,1,1,1,1,19379,0,0,621,334.2277472727,64,0.374554829961226,1.904780892491,64,0.374554829961226,1.904780892491,128,0.402304844008497,NA,"[1, 1, 7]","data_2real6bigdet_stoc10_ResNet_rand3_epochs10_trials100_hypeTruerandsamp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0.03105
"99","data_2real6newerbigdet","InceptionTime",0,10,100,0.99995,1,0.991452991452991,0.995708154506438,0.995726495726496,0.991502991452991,19883,0,1,116,1231.54428088479,32,0.399359135298155,1.6208263098988,32,0.399359135298155,1.6208263098988,96,0.112124544208987,0.284619260659122,"60","data_2real6newerbigdet_InceptionTime_rand3_epochs10_trials100_hypeTruerandsamp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.00585
"1052","data_2real6newerbigdet","LR",0,10,100,0.99975,1,0.957264957264957,0.978165938864629,0.978632478632479,0.957514957264957,19883,0,5,112,16.4694885390345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"real6newerbigdet_LR_rand3_epochs10_trials100_hypeTrue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.00585
"278","data_2real6newerbigdet","LSTMAttention",0,10,100,1,1,1,1,1,1,19883,0,0,117,965.632236272097,32,0.456987633502969,3.53832559951242,32,0.456987633502969,3.53832559951242,NA,0.187194307363741,NA,NA,"drop_data_2real6newerbigdet_LSTMAttention_rand3_epochs10_trials100_hypeTruerandsamp_drop2",NA,NA,128,1,NA,0.129449467687743,16,256,2,0.170885352320729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.00585
"101","data_2real6newerbigdet","MLSTMFCN",0,10,100,0.9999,1,0.982905982905983,0.991379310344828,0.991452991452991,0.983005982905983,19883,0,2,115,474.127560336143,32,0.465020692102261,3.90374067475892,32,0.465020692102261,3.90374067475892,NA,0.469744342402002,NA,NA,"data_2real6newerbigdet_MLSTMFCN_rand3_epochs10_trials100_hypeTruerandsamp","[1, 5, 7]","[32, 96, 128]",60,2,0.355401877012101,0.352966301166983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.00585
"104","data_2real6newerbigdet","ResNet",0,10,100,0.9999,0.983193277310924,1,0.991525423728813,0.999949705778806,0.983193277310924,19881,2,0,117,632.055373219773,32,0.374427289186198,2.02106388604324,32,0.374427289186198,2.02106388604324,64,0.361480448773061,NA,"[1, 5, 5]","data_2real6newerbigdet_ResNet_rand3_epochs10_trials100_hypeTruerandsamp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.00585
"1538","data_2real6newerbigdet","LR",0,10,30,0.99745,1,0.564102564102564,0.721311475409836,0.782051282051282,0.566652564102564,19883,0,51,66,12.7078213412315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"real6newerbigdet_stoc10_LR_rand3_epochs10_trials30_hypeTrue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0.00585
"1192","data_2real6newerbigdet","InceptionTime",0,10,100,0.998,1,0.658119658119658,0.793814432989691,0.829059829059829,0.660119658119658,19883,0,40,77,1204.24037741497,64,0.382330825555708,3.95378574437983,64,0.382330825555708,3.95378574437983,32,0.130210302026637,0.233038215372767,"60","data_2real6newerbigdet_stoc10_InceptionTime_rand3_epochs10_trials100_hypeTruerandsamp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0.00585
"1231","data_2real6newerbigdet","LSTMAttention",0,10,100,0.99735,0.688235294117647,1,0.815331010452962,0.998667203138359,0.688235294117647,19830,53,0,117,1007.05398263596,32,0.282493355983809,2.89331839439476,32,0.282493355983809,2.89331839439476,NA,0.428542462303636,NA,NA,"drop_data_2real6newerbigdet_stoc10_LSTMAttention_rand3_epochs10_trials100_hypeTruerandsamp_drop2",NA,NA,32,1,NA,0.473315273314816,32,128,4,0.191815728965256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0.00585
"1194","data_2real6newerbigdet","MLSTMFCN",0,10,100,0.99945,0.949152542372881,0.957264957264957,0.953191489361702,0.978481595968897,0.908840467912502,19877,6,5,112,197.032219694927,64,0.31603333356437,1.49799903183893,64,0.31603333356437,1.49799903183893,NA,0.213117693705659,NA,NA,"data_2real6newerbigdet_stoc10_MLSTMFCN_rand3_epochs10_trials100_hypeTruerandsamp","[1, 3, 7]","[32, 32, 96]",60,1,0.235094476583021,0.248530447561231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0.00585
"1197","data_2real6newerbigdet","ResNet",0,10,100,0.782,0.026133571588117,1,0.0509360034828037,0.890358597797113,0.026133571588117,15523,4360,0,117,633.838869798928,32,0.0651507719511019,2.03349110538934,32,0.0651507719511019,2.03349110538934,32,0.151529418810047,NA,"[1, 7, 9]","data_2real6newerbigdet_stoc10_ResNet_rand3_epochs10_trials100_hypeTruerandsamp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0.00585
"107","data_2real7newerbigdet","InceptionTime",0,10,100,0.99785,0.93469387755102,0.89453125,0.914171656686627,0.946860438614263,0.837462882653061,19728,16,27,229,453.106578715146,96,0.292825481143001,1.56919412987426,96,0.292825481143001,1.56919412987426,32,0.443557214931634,0.143319513665414,"60","data_2real7newerbigdet_InceptionTime_rand3_epochs10_trials100_hypeTruerandsamp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.0128
"1069","data_2real7newerbigdet","LR",0,10,100,0.9974,0.990384615384615,0.8046875,0.887931034482759,0.902293101701783,0.799450120192308,19742,2,50,206,16.0411338969134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"real7newerbigdet_LR_rand3_epochs10_trials100_hypeTrue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.0128
"279","data_2real7newerbigdet","LSTMAttention",0,10,100,0.9984,0.921052631578947,0.95703125,0.938697318007663,0.97798381786872,0.88202615131579,19723,21,11,245,842.378050120547,32,0.456987633502969,3.53832559951242,32,0.456987633502969,3.53832559951242,NA,0.187194307363741,NA,NA,"drop_data_2real7newerbigdet_LSTMAttention_rand3_epochs10_trials100_hypeTruerandsamp_drop2",NA,NA,128,1,NA,0.129449467687743,16,256,2,0.170885352320729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.0128
"109","data_2real7newerbigdet","MLSTMFCN",0,10,100,0.99655,0.789473684210526,0.99609375,0.880829015544041,0.996324832860616,0.786439802631579,19676,68,1,255,459.530974378809,32,0.408988426310467,4.63024943814552,32,0.408988426310467,4.63024943814552,NA,0.225969886065147,NA,NA,"data_2real7newerbigdet_MLSTMFCN_rand3_epochs10_trials100_hypeTruerandsamp","[1, 5, 5]","[128, 96, 64]",120,2,0.182454771111536,0.192802400738553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.0128
"112","data_2real7newerbigdet","ResNet",0,10,100,0.9949,0.722543352601156,0.9765625,0.830564784053156,0.985850131685575,0.705908742774566,19648,96,6,250,215.890202006325,96,0.337130269222574,2.48288598638541,96,0.337130269222574,2.48288598638541,64,0.493968281387228,NA,"[7, 9, 9]","data_2real7newerbigdet_ResNet_rand3_epochs10_trials100_hypeTruerandsamp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.0128
"1547","data_2real7newerbigdet","LR",0,10,30,0.99475,1,0.58984375,0.742014742014742,0.794921875,0.59509375,19744,0,105,151,11.6318627339788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"real7newerbigdet_stoc10_LR_rand3_epochs10_trials30_hypeTrue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0.0128
"1200","data_2real7newerbigdet","InceptionTime",0,10,100,0.9942,0.926829268292683,0.59375,0.723809523809524,0.796571110210697,0.55550487804878,19732,12,104,152,366.884827341884,96,0.329846306643788,4.447069010372,96,0.329846306643788,4.447069010372,32,0.441872184711694,0.306342988689319,"40","data_2real7newerbigdet_stoc10_InceptionTime_rand3_epochs10_trials100_hypeTruerandsamp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0.0128
"1233","data_2real7newerbigdet","LSTMAttention",0,10,100,0.9767,0.354570637119114,1,0.523517382413088,0.988198946515397,0.354570637119114,19278,466,0,256,414.092283967882,96,0.122358444279525,1.20301164265681,96,0.122358444279525,1.20301164265681,NA,0.143909933093859,NA,NA,"drop_data_2real7newerbigdet_stoc10_LSTMAttention_rand3_epochs10_trials100_hypeTruerandsamp_drop2",NA,NA,32,1,NA,0.428713356238031,8,64,4,0.389495333957283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0.0128
"1202","data_2real7newerbigdet","MLSTMFCN",0,10,100,0.99715,0.88715953307393,0.890625,0.888888888888889,0.944578099675851,0.791526459143969,19715,29,28,228,482.927863169461,32,0.401814271557677,1.15643706432377,32,0.401814271557677,1.15643706432377,NA,0.213781997572556,NA,NA,"data_2real7newerbigdet_stoc10_MLSTMFCN_rand3_epochs10_trials100_hypeTruerandsamp","[3, 5, 9]","[96, 128, 64]",120,3,0.393757653050691,0.419622984969367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0.0128
"1205","data_2real7newerbigdet","ResNet",0,10,100,0.99345,0.667560321715818,0.97265625,0.791732909379968,0.983187930510535,0.649656719168901,19620,124,7,249,677.725007008761,32,0.37636726237248,3.14827226990666,32,0.37636726237248,3.14827226990666,96,0.42034477246111,NA,"[3, 7, 9]","data_2real7newerbigdet_stoc10_ResNet_rand3_epochs10_trials100_hypeTruerandsamp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0.0128
